,Track,Track_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,id,duration_ms,Cluster
141,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,148.017,7oK9VyNzrYvRFo7nQEYkWN,222587,1
142,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,148.017,7oK9VyNzrYvRFo7nQEYkWN,222587,1
143,Reptilia,2hmibAtdObO8F4tnhLENuQ,0.488,0.65,9,-5.11,1,0.0336,0.000597,0.714,0.101,158.011,2hmibAtdObO8F4tnhLENuQ,219827,1
144,You Only Live Once,46Y1VsEbWAQ7dIZe1gpnve,0.63,0.907,11,-2.42,1,0.0326,0.0243,0.599,0.116,120.529,46Y1VsEbWAQ7dIZe1gpnve,189227,1
145,Someday,56NkIxSZZiMpFP5ZNSxtnT,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,105.97,56NkIxSZZiMpFP5ZNSxtnT,183391,1
146,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,113.98,2tznHmp70DxMyr2XhWLOW0,208760,1
147,Trouble,5n0CTysih20NYdT2S0Wpe8,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,77.861,5n0CTysih20NYdT2S0Wpe8,225973,1
148,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,153.398,0ntQJM78wzOLVeCUAW7Y45,203347,1
149,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,153.398,0ntQJM78wzOLVeCUAW7Y45,203347,1
150,Last Nite,7kzKAuUzOITUauHAhoMoxA,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,104.042,7kzKAuUzOITUauHAhoMoxA,193051,1
151,No You Girls,37CBHPCzV1rizPrxRUyR72,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,104.781,37CBHPCzV1rizPrxRUyR72,220453,1
152,No You Girls,37CBHPCzV1rizPrxRUyR72,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,104.781,37CBHPCzV1rizPrxRUyR72,220453,1
153,Somebody Told Me,7HGTkn2aX7MNdKs7nV2xBt,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,138.039,7HGTkn2aX7MNdKs7nV2xBt,197160,1
154,When The Sun Goes Down,2zzLRQ78kKfPTx8FJQCdC2,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,169.152,2zzLRQ78kKfPTx8FJQCdC2,202133,1
155,Starlight,3skn2lauGk7Dx6bVIt5DVj,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,121.61,3skn2lauGk7Dx6bVIt5DVj,240213,1
156,Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,166.3,5G1sTBGbZT5o4PNRc75RKI,193653,1
157,Feels Like We Only Go Backwards,0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,149.508,0LtOwyZoSNZKJWHqjzADpW,192960,1
158,Apartment,165lX6DbMhTzqODVZKLmkm,0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,109.97,165lX6DbMhTzqODVZKLmkm,235800,1
159,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,138.559,0d28khcov6AiegSCpG5TuT,222640,1
160,Dark Necessities,2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,91.959,2oaK4JLVnmRGIO9ytBE1bt,302000,0
161,First,3omXshBamrREltcf24gYDC,0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39e-06,0.523,78.009,3omXshBamrREltcf24gYDC,200360,1
162,All This Could Be Yours,1bbcAQuGuAxKS1HM96B8uh,0.633,0.892,4,-1.871,0,0.0357,0.000555,0.000163,0.337,118.066,1bbcAQuGuAxKS1HM96B8uh,188107,1
163,All This Could Be Yours,1bbcAQuGuAxKS1HM96B8uh,0.633,0.892,4,-1.871,0,0.0357,0.000555,0.000163,0.337,118.066,1bbcAQuGuAxKS1HM96B8uh,188107,1
164,Fell In Love With A Girl,6YK2tAEYnHgYkkC6TSziqM,0.342,0.982,0,-1.746,1,0.116,0.704,7.29e-05,0.854,95.279,6YK2tAEYnHgYkkC6TSziqM,110093,1
165,Fluorescent Adolescent,2x8evxqUlF0eRabbW2JBJd,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,112.056,2x8evxqUlF0eRabbW2JBJd,183893,1
166,Dancing Shoes,0hAMkY2kwdXPPDfQ1e3BmJ,0.522,0.889,1,-4.137,1,0.0461,0.00328,0.0,0.345,144.499,0hAMkY2kwdXPPDfQ1e3BmJ,141133,1
167,Under Cover of Darkness,6u0x5ad9ewHvs3z6u9Oe3c,0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,199.866,6u0x5ad9ewHvs3z6u9Oe3c,235547,1
168,Tap Out,2ThdB23G9Rgf1ExndFGEEg,0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,115.989,2ThdB23G9Rgf1ExndFGEEg,222360,1
169,Drops,6FvjAQqC2L0B3TTANybitI,0.703,0.237,5,-14.283,1,0.0541,0.852,0.637,0.0924,107.992,6FvjAQqC2L0B3TTANybitI,173627,1
170,Drops,6FvjAQqC2L0B3TTANybitI,0.703,0.237,5,-14.283,1,0.0541,0.852,0.637,0.0924,107.992,6FvjAQqC2L0B3TTANybitI,173627,1
171,Naive,7BHPGtpuuWWsvE7cCaMuEU,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,100.304,7BHPGtpuuWWsvE7cCaMuEU,203507,1
172,Lisztomania,7zkDEBSxkcBVsStS4qBFpK,0.635,0.786,0,-6.46,1,0.0377,0.0349,0.00767,0.497,97.54,7zkDEBSxkcBVsStS4qBFpK,241547,1
173,Everything Is Everything,3pzJXZ1PW3l3B69PoTx5lC,0.699,0.814,6,-7.628,1,0.0339,0.0298,0.0172,0.104,109.071,3pzJXZ1PW3l3B69PoTx5lC,178613,1
174,We Are The People,0UpQ4fWxoCFoVUGYvjUH7F,0.666,0.785,4,-5.37,0,0.0308,0.0981,0.0198,0.434,122.973,0UpQ4fWxoCFoVUGYvjUH7F,267355,0
175,Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,105.046,305WCRhhS10XUcH6AEwZk6,213800,1
176,Ain't No Rest For The Wicked - Original Version,5c5a2Ptu8eyIpljhQHjIqk,0.635,0.914,0,-5.631,1,0.111,0.0597,0.0,0.601,156.014,5c5a2Ptu8eyIpljhQHjIqk,175493,1
177,Something to Believe In,6L3VWDPDTQkQFkqvmpAUMU,0.623,0.886,1,-3.044,1,0.0404,0.0245,0.0,0.247,92.021,6L3VWDPDTQkQFkqvmpAUMU,228467,1
178,Fire,0Ln5tJyLX5qusquBOtq7wf,0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.117,117.029,0Ln5tJyLX5qusquBOtq7wf,252280,0
179,Supermassive Black Hole,3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,120.0,3lPr8ghNDBLc2uZovNyLs9,212440,1
180,Island In The Sun,2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,114.623,2MLHyLy5z5l5YRp7momlgw,200307,1
181,Sun,3kAwGo8mtUPsrctroxYLku,0.649,0.533,4,-5.426,0,0.0284,0.00982,0.000364,0.111,96.973,3kAwGo8mtUPsrctroxYLku,187720,1
182,Cold Cold Cold,1Q3t9fWvHUXKsMmpD2XpUu,0.549,0.789,5,-6.071,1,0.0313,0.0178,6.7e-05,0.059,136.125,1Q3t9fWvHUXKsMmpD2XpUu,214387,1
183,Come A Little Closer,7zjupUeHyd2j2FKlmSiZlj,0.454,0.79,6,-1.774,0,0.032,0.0212,0.0,0.175,147.937,7zjupUeHyd2j2FKlmSiZlj,229347,1
184,Ruby,2fAIfPLrPUTW1AmJRR428Q,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,93.416,2fAIfPLrPUTW1AmJRR428Q,204200,1
185,Bad Habit,3huV7eiNpaQlCB3LbZi9bB,0.733,0.882,0,-4.199,0,0.0389,0.051,9.92e-06,0.131,123.071,3huV7eiNpaQlCB3LbZi9bB,221413,1
186,A-Punk,5dKBaysNJtfpyNTRa5lqDb,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,174.923,5dKBaysNJtfpyNTRa5lqDb,137760,1
187,Silvertongue,0yTJtxZJ5VLfBEHhiNUNeY,0.673,0.789,0,-4.288,1,0.0408,0.00975,0.0,0.752,100.043,0yTJtxZJ5VLfBEHhiNUNeY,197427,1
188,Tongue Tied,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,112.96,0GO8y8jQk1PkHzS31d699N,218013,1
189,My Type,2DFi8rwHcVkTTgu7PULhtI,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,118.0,2DFi8rwHcVkTTgu7PULhtI,206394,1
190,Love Is Mystical,12pdXFcruNcPUbZypKUDgz,0.567,0.863,7,-5.158,0,0.037,0.00462,4.77e-05,0.207,106.03,12pdXFcruNcPUbZypKUDgz,214360,1
191,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,1
192,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,1
193,What You Know,6jrMVRReY24qzCfe1BRrww,0.556,0.763,6,-3.952,0,0.0413,0.000728,6.79e-06,0.071,138.986,6jrMVRReY24qzCfe1BRrww,191400,1
194,Undercover Martyn,2jnvdMCTvtdVCci3YLqxGY,0.439,0.86,11,-4.824,0,0.168,0.00043,1.68e-05,0.0783,159.821,2jnvdMCTvtdVCci3YLqxGY,167773,1
195,Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,101.034,2EWpa5XnAuSn0sIkSSIhYk,274093,0
196,Cold Cold Man,6RKGBcDtgzXx21zUjpeu6F,0.613,0.661,9,-4.984,1,0.0263,0.00652,0.0,0.0976,110.978,6RKGBcDtgzXx21zUjpeu6F,230773,1
197,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,79.028,6QgjcU0zLnzq5OrUoSZ3OK,163253,1
198,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,97.021,4BdGO1CaObRD4La9l5Zanz,243147,1
199,So Tied Up,3msS7xaelR4Oa0n7IwHkgF,0.587,0.894,0,-4.184,0,0.0402,0.0309,2.15e-05,0.179,104.993,3msS7xaelR4Oa0n7IwHkgF,189507,1
200,Something Good Can Work,1aGvLFHJ2shKqO9uycaUcW,0.65,0.833,0,-5.079,1,0.0355,0.00559,0.000727,0.186,119.939,1aGvLFHJ2shKqO9uycaUcW,164187,1
201,The Middle,3mcG2NI5G5vhrQtRda1YnA,0.629,0.897,2,-3.401,1,0.0483,0.0424,0.0,0.263,161.944,3mcG2NI5G5vhrQtRda1YnA,168253,1
202,Left Hand Free,4iEOVEULZRvmzYSZY2ViKN,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,101.99,4iEOVEULZRvmzYSZY2ViKN,173631,1
203,way it goes,75jHGZkVYcbLDlS1SQkWgz,0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,120.014,75jHGZkVYcbLDlS1SQkWgz,245456,1
204,Sweet Talk,6kcHg7XL6SKyPNd78daRBL,0.67,0.843,1,-4.311,1,0.0454,0.0392,0.0,0.225,117.01,6kcHg7XL6SKyPNd78daRBL,192040,1
205,For Elise,6i40XRqEwHAnSxwZWasMRp,0.492,0.504,10,-6.322,1,0.0473,0.238,0.0,0.153,152.855,6i40XRqEwHAnSxwZWasMRp,203333,1
206,Move,4vuJuTLFomqItDrn482nzV,0.638,0.819,10,-4.991,0,0.0643,0.0177,0.0,0.312,101.031,4vuJuTLFomqItDrn482nzV,187893,1
207,Tidal Wave,384TqRlwlMfeUAODhXfF3O,0.551,0.741,8,-4.245,1,0.029,0.00648,0.00603,0.0707,79.984,384TqRlwlMfeUAODhXfF3O,211720,1
208,Feel It Still - Medasin Remix,4m6ObZmZ7wnyrKtmLvlyVE,0.568,0.463,4,-10.622,1,0.262,0.553,0.00114,0.0858,157.686,4m6ObZmZ7wnyrKtmLvlyVE,194434,1
209,Buttercup,6iCJCZqDJjmBxt07Oid6FI,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,108.871,6iCJCZqDJjmBxt07Oid6FI,226610,1
210,Blur (feat. Foster The People),653SgdD6rQ9YPtsqRgQVzm,0.616,0.809,1,-4.775,0,0.033,0.0148,0.0,0.718,140.007,653SgdD6rQ9YPtsqRgQVzm,181961,1
211,Anyways,4PGWramunj3Bsz5UXCu4ex,0.284,0.576,4,-6.972,1,0.035,0.529,3.91e-05,0.187,82.527,4PGWramunj3Bsz5UXCu4ex,221230,1
212,1901,1mvyqSb1tOvtVP1qfWEyPa,0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71e-05,0.195,144.087,1mvyqSb1tOvtVP1qfWEyPa,193120,1
213,Episode III,2sGv5TvlOAZJQnX2MrQea0,0.536,0.727,9,-2.919,1,0.0786,0.0172,1.54e-05,0.0409,137.703,2sGv5TvlOAZJQnX2MrQea0,174500,1
214,Giving Yourself Over,07peU6LhEVd9IyPhEIFlrD,0.607,0.677,6,-5.175,0,0.0264,0.00263,0.000838,0.544,106.016,07peU6LhEVd9IyPhEIFlrD,234978,1
215,Why'd You Only Call Me When You're High?,2v8X6L6j0kbUPXDZwtXvXU,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,92.004,2v8X6L6j0kbUPXDZwtXvXU,161124,1
216,I Love My Friends,4bMIRaesSZwIldFWCGs96S,0.705,0.887,4,-5.168,0,0.0318,0.0323,0.000578,0.227,115.97,4bMIRaesSZwIldFWCGs96S,225427,1
217,Amerika,6pqKbOiVd58jcnxqIB10Ra,0.625,0.781,0,-5.756,1,0.0456,0.0141,1.17e-06,0.0662,89.982,6pqKbOiVd58jcnxqIB10Ra,240240,1
218,Brazil,4sNG6zQBmtq7M8aeeKJRMQ,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,121.079,4sNG6zQBmtq7M8aeeKJRMQ,252307,0
219,Brazil,4sNG6zQBmtq7M8aeeKJRMQ,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,121.079,4sNG6zQBmtq7M8aeeKJRMQ,252307,0
220,Withdrawal,7ckBnwQgVliXftLgHlpx9g,0.61,0.856,10,-3.812,0,0.109,0.161,0.887,0.125,152.001,7ckBnwQgVliXftLgHlpx9g,180320,1
221,Modern Jesus,7iOyMOxdOULvXqUqC26spJ,0.627,0.633,10,-7.41,0,0.0305,0.133,7.07e-05,0.216,85.999,7iOyMOxdOULvXqUqC26spJ,194053,1
222,Painting (Masterpiece),4kK14radw0XfwxJDPt9tnP,0.726,0.861,6,-5.167,1,0.0695,0.277,4.12e-06,0.0534,91.966,4kK14radw0XfwxJDPt9tnP,243413,1
223,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,99.995,2RiBogNRfulkNf7fVbPOrJ,214720,1
224,It's A Trip!,6IY3cC281mz9q0bViUEldz,0.673,0.716,8,-4.982,0,0.0291,0.088,0.00256,0.209,97.925,6IY3cC281mz9q0bViUEldz,183525,1
225,Silhouettes,612JlaWJl5l6VIrcBck5QB,0.479,0.759,8,-6.82,1,0.0385,0.0137,0.0,0.093,164.997,612JlaWJl5l6VIrcBck5QB,177773,1
226,So Young,4SNtyKNyYJ8ERT7YLlnFBr,0.671,0.445,4,-7.842,0,0.0291,0.348,5.93e-05,0.155,75.996,4SNtyKNyYJ8ERT7YLlnFBr,246480,1
227,So Young,4SNtyKNyYJ8ERT7YLlnFBr,0.671,0.445,4,-7.842,0,0.0291,0.348,5.93e-05,0.155,75.996,4SNtyKNyYJ8ERT7YLlnFBr,246480,1
228,Getaway,0g7UEpNuvLg5NNpwT4eq7n,0.692,0.855,8,-4.704,1,0.0344,0.135,0.0,0.185,119.966,0g7UEpNuvLg5NNpwT4eq7n,181507,1
229,Vines,448V07W0zPY7ep7Dtc9Ukm,0.672,0.788,0,-5.5,1,0.0417,0.482,0.0,0.084,105.991,448V07W0zPY7ep7Dtc9Ukm,159057,1
230,Mess Around,0X0Lz7LwpiIWcdGqVWaxXD,0.423,0.931,11,-5.225,0,0.0539,0.0119,0.00104,0.629,150.385,0X0Lz7LwpiIWcdGqVWaxXD,173173,1
231,Such Small Scenes,1PBp3M4Dh1TO0D6kgL8GqA,0.598,0.841,5,-6.652,0,0.0563,0.107,8.22e-05,0.154,116.077,1PBp3M4Dh1TO0D6kgL8GqA,138173,1
232,Freak Like Me,6tnVrxzyQPbtV1IG8BbpxD,0.685,0.568,1,-6.487,1,0.0575,0.0306,2.93e-06,0.458,96.012,6tnVrxzyQPbtV1IG8BbpxD,176890,1
233,Malt Liquor,4g5MorMCNI2aOwEBSov4RT,0.705,0.72,8,-8.229,1,0.144,0.489,0.0466,0.13,122.001,4g5MorMCNI2aOwEBSov4RT,261120,0
234,"Puerto Cabezas, NI",6IexNWMbsvI5x0T0CQX3yT,0.667,0.647,5,-7.787,1,0.0487,0.245,0.000297,0.0633,143.995,6IexNWMbsvI5x0T0CQX3yT,273693,0
235,"Puerto Cabezas, NI",6IexNWMbsvI5x0T0CQX3yT,0.667,0.647,5,-7.787,1,0.0487,0.245,0.000297,0.0633,143.995,6IexNWMbsvI5x0T0CQX3yT,273693,0
236,Let It Happen,2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,125.012,2X485T9Z5Ly0xyaghN73ed,467587,2
237,Solitude Is Bliss,4wO6jNcx6Fnw3YJbvnQo8X,0.591,0.847,7,-4.963,1,0.0642,0.00971,0.000124,0.176,104.004,4wO6jNcx6Fnw3YJbvnQo8X,235840,1
238,Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,128.978,1UqhkbzB1kuFwt2iy4h29Q,249520,0
239,Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,128.978,1UqhkbzB1kuFwt2iy4h29Q,249520,0
240,Ride or Die (feat. Foster the People),38Zr5Q5O5o6CYaioIRHSqL,0.648,0.75,0,-3.248,1,0.0335,0.0609,4.41e-06,0.104,105.03,38Zr5Q5O5o6CYaioIRHSqL,242035,1
241,Ride or Die (feat. Foster the People),38Zr5Q5O5o6CYaioIRHSqL,0.648,0.75,0,-3.248,1,0.0335,0.0609,4.41e-06,0.104,105.03,38Zr5Q5O5o6CYaioIRHSqL,242035,1
242,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,99.977,63SevszngYpZOwf63o61K4,156600,1
243,14 Faces,28nC2aXXUqvQCT3XeJs5Yd,0.428,0.82,5,-5.504,0,0.0803,0.32,0.0,0.379,143.366,28nC2aXXUqvQCT3XeJs5Yd,217600,1
244,Light The Way,3xzkRPL225iRHEapk46GDT,0.629,0.786,9,-5.499,0,0.044,0.048,0.0,0.0827,112.017,3xzkRPL225iRHEapk46GDT,211680,1
245,Born Again,7qdgz117gc5StS0u2ViinE,0.629,0.785,2,-4.598,1,0.0274,0.253,0.0,0.0943,97.435,7qdgz117gc5StS0u2ViinE,207427,1
246,Flashed Junk Mind,2UAWVtEwFLJqdJsT8FCzKX,0.839,0.83,11,-8.785,1,0.0479,0.363,0.0491,0.112,117.997,2UAWVtEwFLJqdJsT8FCzKX,261973,0
247,Fairytale,2nivH78IsDHEkxjPTEhPg1,0.759,0.821,7,-9.204,0,0.032,0.0764,0.173,0.101,106.02,2nivH78IsDHEkxjPTEhPg1,256080,0
248,Fairytale,2nivH78IsDHEkxjPTEhPg1,0.759,0.821,7,-9.204,0,0.032,0.0764,0.173,0.101,106.02,2nivH78IsDHEkxjPTEhPg1,256080,0
249,Stolen Dance,0ZfByLXCeKchuj7zi1CJ0S,0.879,0.565,11,-8.809,1,0.037,0.412,0.000239,0.0798,114.009,0ZfByLXCeKchuj7zi1CJ0S,313627,0
250,Lucha De Gigantes,4nheObMzE4K8AIxIICoLgd,0.625,0.476,11,-11.537,0,0.0268,0.187,0.000433,0.088,113.531,4nheObMzE4K8AIxIICoLgd,248373,0
251,Lucha De Gigantes,4nheObMzE4K8AIxIICoLgd,0.625,0.476,11,-11.537,0,0.0268,0.187,0.000433,0.088,113.531,4nheObMzE4K8AIxIICoLgd,248373,0
252,Es gratis - Acústico,0GKlIuZcQCiv8bvWgRNiAb,0.743,0.406,2,-10.106,1,0.0741,0.508,0.0,0.0844,126.127,0GKlIuZcQCiv8bvWgRNiAb,203080,1
253,Es gratis - Acústico,0GKlIuZcQCiv8bvWgRNiAb,0.743,0.406,2,-10.106,1,0.0741,0.508,0.0,0.0844,126.127,0GKlIuZcQCiv8bvWgRNiAb,203080,1
254,Todo se transforma,4YEU9N2XAE0DfUwxWI5ijA,0.761,0.488,9,-7.326,1,0.043,0.199,0.00236,0.0864,100.024,4YEU9N2XAE0DfUwxWI5ijA,217146,1
255,Todo se transforma,4YEU9N2XAE0DfUwxWI5ijA,0.761,0.488,9,-7.326,1,0.043,0.199,0.00236,0.0864,100.024,4YEU9N2XAE0DfUwxWI5ijA,217146,1
256,Sirenas,4unOsvr9C2NqI9aJXrxpCy,0.686,0.574,5,-6.249,1,0.0404,0.739,0.0,0.109,126.98,4unOsvr9C2NqI9aJXrxpCy,184250,1
257,Sirenas,4unOsvr9C2NqI9aJXrxpCy,0.686,0.574,5,-6.249,1,0.0404,0.739,0.0,0.109,126.98,4unOsvr9C2NqI9aJXrxpCy,184250,1
258,Sirenas,4unOsvr9C2NqI9aJXrxpCy,0.686,0.574,5,-6.249,1,0.0404,0.739,0.0,0.109,126.98,4unOsvr9C2NqI9aJXrxpCy,184250,1
259,Lamento Boliviano,62FQCSvSUSG3m9uajVkvWe,0.715,0.69,4,-8.172,0,0.0307,0.192,0.000657,0.11,123.555,62FQCSvSUSG3m9uajVkvWe,223147,1
260,Lamento Boliviano,62FQCSvSUSG3m9uajVkvWe,0.715,0.69,4,-8.172,0,0.0307,0.192,0.000657,0.11,123.555,62FQCSvSUSG3m9uajVkvWe,223147,1
261,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,1
262,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,116.879,6K4t31amVTZDgR3sKmwUJJ,216320,1
263,waves - Tame Impala Remix,3lB0GMiI5KxDbTOG8V3bOx,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,108.024,3lB0GMiI5KxDbTOG8V3bOx,253347,0
264,waves - Tame Impala Remix,3lB0GMiI5KxDbTOG8V3bOx,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,108.024,3lB0GMiI5KxDbTOG8V3bOx,253347,0
265,Caraluna,7DhYjNLksXZhbRQeheAums,0.76,0.773,9,-5.314,1,0.0675,0.176,0.0,0.1,102.789,7DhYjNLksXZhbRQeheAums,266160,0
266,Locos,3GSMdtJphymHEsR8K9jT5Q,0.724,0.646,10,-6.475,1,0.0352,0.072,0.000157,0.0923,112.019,3GSMdtJphymHEsR8K9jT5Q,177600,1
267,Luna,6YHAExoi0JVSknKbFiT6Kr,0.216,0.461,9,-9.34,0,0.0313,0.136,0.00058,0.754,180.02,6YHAExoi0JVSknKbFiT6Kr,280419,0
268,Labios Rotos,2DWzn0kVcV9iKkiiee4rRE,0.578,0.769,11,-7.127,1,0.0312,0.0704,0.00522,0.703,109.065,2DWzn0kVcV9iKkiiee4rRE,243095,1
269,El Misterio,5vziuAJHLxrEKbI1ORlK0Z,0.604,0.813,0,-3.948,1,0.0428,0.325,0.0,0.223,96.995,5vziuAJHLxrEKbI1ORlK0Z,203760,1
270,La flaca,1MrZ8hGkUWMmT816wPaMgE,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,103.063,1MrZ8hGkUWMmT816wPaMgE,261200,0
271,Agua,5omgFpiMt1CGHjQGfkwzvz,0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,145.751,5omgFpiMt1CGHjQGfkwzvz,254267,0
272,Agua,5omgFpiMt1CGHjQGfkwzvz,0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,145.751,5omgFpiMt1CGHjQGfkwzvz,254267,0
273,Belerofón,5DtnEeT1991EwbbPDKapB4,0.628,0.839,11,-4.433,1,0.0354,0.0969,0.0,0.156,130.992,5DtnEeT1991EwbbPDKapB4,216034,1
274,Belerofón,5DtnEeT1991EwbbPDKapB4,0.628,0.839,11,-4.433,1,0.0354,0.0969,0.0,0.156,130.992,5DtnEeT1991EwbbPDKapB4,216034,1
275,Amos del Piano Bar,1iaEMe2DMl2IrSYtPa1Dht,0.459,0.446,0,-10.421,1,0.0313,0.805,0.0,0.163,117.773,1iaEMe2DMl2IrSYtPa1Dht,172035,1
276,Amos del Piano Bar,1iaEMe2DMl2IrSYtPa1Dht,0.459,0.446,0,-10.421,1,0.0313,0.805,0.0,0.163,117.773,1iaEMe2DMl2IrSYtPa1Dht,172035,1
277,Amos del Piano Bar,1iaEMe2DMl2IrSYtPa1Dht,0.459,0.446,0,-10.421,1,0.0313,0.805,0.0,0.163,117.773,1iaEMe2DMl2IrSYtPa1Dht,172035,1
278,Walter Palmeras,3RfgNHdynjLIfxDjunNQ1a,0.776,0.309,2,-10.801,1,0.0522,0.841,0.0,0.209,139.961,3RfgNHdynjLIfxDjunNQ1a,215967,1
279,Walter Palmeras,3RfgNHdynjLIfxDjunNQ1a,0.776,0.309,2,-10.801,1,0.0522,0.841,0.0,0.209,139.961,3RfgNHdynjLIfxDjunNQ1a,215967,1
280,New Light,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,123.931,3bH4HzoZZFq8UpZmI2AMgV,216015,1
281,New Light,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,123.931,3bH4HzoZZFq8UpZmI2AMgV,216015,1
