,Track,Track_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,id,duration_ms,Cluster
1974,Organic Cold Brewed Hipster Funk,3phBxj9avtQDkWblVg7s02,0.774,0.819,8,-6.745,0,0.0402,0.000165,0.881,0.0922,117.999,3phBxj9avtQDkWblVg7s02,235132,1
1975,Confusion,4dUIinlaify3Z3DAZmPkc7,0.756,0.527,8,-11.861,1,0.0428,0.00201,0.509,0.112,119.996,4dUIinlaify3Z3DAZmPkc7,416500,2
1976,Nemrut,29A54bY2rjNImKOxt7oKhs,0.738,0.649,4,-8.157,0,0.0387,0.182,0.868,0.177,117.994,29A54bY2rjNImKOxt7oKhs,400713,2
1977,Hibernation,2VIe5CnoDarbQZxDXfnWCS,0.689,0.598,6,-11.177,0,0.032,0.00857,0.764,0.144,120.004,2VIe5CnoDarbQZxDXfnWCS,388065,2
1978,Nineteen Hundred And Eighty Five (Paul McCartney & Wings Vs. Timo Maas & James Teej) [Tim Green Remix],1iUnhEgrBjppyk1Lzf3sX3,0.709,0.82,10,-9.667,0,0.0362,0.00133,0.778,0.0746,120.002,1iUnhEgrBjppyk1Lzf3sX3,529760,2
1979,Feather - Iorie & Madmotormiquel Remix,5cPkKWedtNGlXW4sUdAgvz,0.86,0.512,6,-9.277,1,0.0525,0.0917,0.889,0.0919,114.002,5cPkKWedtNGlXW4sUdAgvz,427103,2
1980,Be Together,6p8Q7wi1ke7v3ospD1YAVO,0.724,0.726,5,-5.699,0,0.0867,0.0649,0.0102,0.142,120.006,6p8Q7wi1ke7v3ospD1YAVO,188000,1
1981,Be Together,6p8Q7wi1ke7v3ospD1YAVO,0.724,0.726,5,-5.699,0,0.0867,0.0649,0.0102,0.142,120.006,6p8Q7wi1ke7v3ospD1YAVO,188000,1
1982,Turning Away,5IgoF2ep6PLLBW29V5Roue,0.785,0.52,1,-10.747,1,0.046,0.125,0.105,0.11,120.015,5IgoF2ep6PLLBW29V5Roue,287969,0
1983,The Life We Deserve,5DQf1sdo6DcyIRrGiLdfj0,0.827,0.655,0,-11.976,1,0.0872,0.0212,0.875,0.201,118.008,5DQf1sdo6DcyIRrGiLdfj0,521539,2
1984,The Blame - Helsloot Remix,4HiowIhpREOxQ3reSVLQ8n,0.682,0.799,11,-8.129,0,0.0398,0.00901,0.803,0.106,123.998,4HiowIhpREOxQ3reSVLQ8n,404401,2
1985,The Blame - Helsloot Remix,4HiowIhpREOxQ3reSVLQ8n,0.682,0.799,11,-8.129,0,0.0398,0.00901,0.803,0.106,123.998,4HiowIhpREOxQ3reSVLQ8n,404401,2
1986,All I Want,3ZGHAc7tq5CQzfK7HsobCa,0.691,0.514,8,-10.962,1,0.0337,0.0535,0.736,0.111,116.004,3ZGHAc7tq5CQzfK7HsobCa,468114,2
1987,All I Want,3ZGHAc7tq5CQzfK7HsobCa,0.691,0.514,8,-10.962,1,0.0337,0.0535,0.736,0.111,116.004,3ZGHAc7tq5CQzfK7HsobCa,468114,2
1988,Desire - Single Edit,36Lb2L21fDT7vtl0r7zpa5,0.659,0.831,7,-6.575,1,0.0485,0.193,0.498,0.111,120.002,36Lb2L21fDT7vtl0r7zpa5,265282,0
1989,Grace,3FW78Lt1vIl7x27bdgXZXr,0.842,0.421,10,-11.119,0,0.063,0.0246,0.342,0.105,116.006,3FW78Lt1vIl7x27bdgXZXr,419792,2
1990,Grace,3FW78Lt1vIl7x27bdgXZXr,0.842,0.421,10,-11.119,0,0.063,0.0246,0.342,0.105,116.006,3FW78Lt1vIl7x27bdgXZXr,419792,2
1991,Listen To Me - Cassian Remix,7BOQEVXrxhHUpR0RJBm4t1,0.473,0.968,8,-5.336,1,0.0396,0.00637,0.151,0.0965,123.002,7BOQEVXrxhHUpR0RJBm4t1,278082,0
1992,Hold Me Up,3nAebO4A3fSDg1TTd5uH4L,0.651,0.834,2,-8.445,0,0.0683,0.074,0.226,0.168,120.023,3nAebO4A3fSDg1TTd5uH4L,144000,1
1993,Dem Know,6LQ6qmjFpiOlfcGjxKbYDV,0.863,0.838,3,-9.023,0,0.0422,0.0694,0.739,0.076,114.022,6LQ6qmjFpiOlfcGjxKbYDV,496600,2
1994,Acid Drop,0bd12Gncxhhw6gnrUgNcF1,0.549,0.749,0,-10.022,0,0.0363,0.000277,0.881,0.0557,124.004,0bd12Gncxhhw6gnrUgNcF1,348636,0
1995,Rolling Back - Durante Remix,4JqxcVfl4p9hMhFEybKawt,0.642,0.838,10,-7.309,1,0.0378,0.0264,0.286,0.0995,123.999,4JqxcVfl4p9hMhFEybKawt,299227,0
1996,Intacto,1ZuJlhbAEbJ35e4w11zSIO,0.672,0.714,1,-8.619,0,0.0501,0.00103,0.89,0.078,120.003,1ZuJlhbAEbJ35e4w11zSIO,376000,2
1997,Here I Go Again,2ZYHsRsl1E3FGKaZgTUMF1,0.781,0.535,10,-12.866,0,0.0658,0.0368,0.339,0.108,123.96,2ZYHsRsl1E3FGKaZgTUMF1,220325,1
1998,Here I Go Again,2ZYHsRsl1E3FGKaZgTUMF1,0.781,0.535,10,-12.866,0,0.0658,0.0368,0.339,0.108,123.96,2ZYHsRsl1E3FGKaZgTUMF1,220325,1
1999,Here I Go Again,2ZYHsRsl1E3FGKaZgTUMF1,0.781,0.535,10,-12.866,0,0.0658,0.0368,0.339,0.108,123.96,2ZYHsRsl1E3FGKaZgTUMF1,220325,1
2000,Topdown,6KflfPD0qIbbB1PQyAHla5,0.828,0.54,1,-8.54,1,0.0933,0.0259,0.179,0.145,120.048,6KflfPD0qIbbB1PQyAHla5,230013,1
2001,Rose,06iR09uUfFS3kVEAJHJyeB,0.729,0.73,10,-7.833,0,0.0422,0.172,0.713,0.17,125.004,06iR09uUfFS3kVEAJHJyeB,464863,2
2002,Poison Lips,3zf7uD8ClQ2TXGMZlXISup,0.628,0.92,10,-5.052,0,0.0417,0.000319,0.609,0.0785,126.323,3zf7uD8ClQ2TXGMZlXISup,234240,1
2003,La Puerta Del Cielo,1nWE7s45215NkostFLfM2w,0.893,0.495,9,-10.952,1,0.134,0.0264,0.843,0.1,110.002,1nWE7s45215NkostFLfM2w,460666,2
2004,Douha (Mali Mali) (Edit),1supkf9D4Obm2yTHqug3m8,0.748,0.828,0,-5.548,1,0.149,0.029,0.000127,0.153,123.986,1supkf9D4Obm2yTHqug3m8,171587,1
2005,Gnawa (feat. The Atlas Collective),1yJRcRwLORqBA2e4ha4SJv,0.839,0.766,5,-7.493,0,0.0422,0.185,0.883,0.0672,107.01,1yJRcRwLORqBA2e4ha4SJv,219907,1
2006,Brooklyn Side - Original Mix,15u0Sqk5PBblFb5Rz1UVeP,0.587,0.774,8,-7.115,0,0.173,0.000203,0.000143,0.0329,125.918,15u0Sqk5PBblFb5Rz1UVeP,393835,2
2007,Brooklyn Side - Original Mix,15u0Sqk5PBblFb5Rz1UVeP,0.587,0.774,8,-7.115,0,0.173,0.000203,0.000143,0.0329,125.918,15u0Sqk5PBblFb5Rz1UVeP,393835,2
2008,Koyemba,3r1n1jalD5OEJA2uC4pGPC,0.676,0.568,0,-11.056,1,0.0409,0.201,0.943,0.162,117.999,3r1n1jalD5OEJA2uC4pGPC,390680,2
2009,iKalimba - Armonica Remix,3ZizxA8jwhlAfgKeO8Vh9X,0.641,0.636,6,-11.339,0,0.037,0.000405,0.522,0.0991,119.992,3ZizxA8jwhlAfgKeO8Vh9X,548800,2
2010,Bleeding,18Ebv01FCM8eycC7sfZqMF,0.8,0.819,7,-8.806,1,0.0525,0.000298,0.923,0.616,120.001,18Ebv01FCM8eycC7sfZqMF,441767,2
2011,Surrender (feat. Curtis Harding),1qX3kSjUNJkUlVSPDXGGP1,0.572,0.649,9,-7.91,0,0.0274,0.067,0.0256,0.0931,121.978,1qX3kSjUNJkUlVSPDXGGP1,336693,0
2012,Surrender (feat. Curtis Harding),1qX3kSjUNJkUlVSPDXGGP1,0.572,0.649,9,-7.91,0,0.0274,0.067,0.0256,0.0931,121.978,1qX3kSjUNJkUlVSPDXGGP1,336693,0
2013,Los Pilares,1arHrR2lzsETzTsRduMT5q,0.795,0.9,11,-6.987,1,0.0406,0.00619,0.727,0.096,114.005,1arHrR2lzsETzTsRduMT5q,341578,0
2014,Los Pilares,1arHrR2lzsETzTsRduMT5q,0.795,0.9,11,-6.987,1,0.0406,0.00619,0.727,0.096,114.005,1arHrR2lzsETzTsRduMT5q,341578,0
2015,Time (feat. Jules Buckley),0f69kmykZGERLzywXJQ983,0.555,0.834,4,-11.908,0,0.0381,0.00198,0.88,0.0821,126.0,0f69kmykZGERLzywXJQ983,310987,0
2016,Rearrange My Mind,3ZC8nX0TZsL0mSwf7xQp9h,0.981,0.38,9,-9.582,0,0.242,0.0554,0.643,0.104,115.999,3ZC8nX0TZsL0mSwf7xQp9h,437600,2
2017,Beirut Ma Bet Mout,06W8pHhUfoCWvIjSEwqQCl,0.641,0.803,11,-9.926,1,0.0501,0.107,0.931,0.241,116.005,06W8pHhUfoCWvIjSEwqQCl,228927,1
2018,UUUU - &ME Remix,0rfLJGjPdvqHXgvDCTdGc6,0.618,0.689,7,-12.609,1,0.04,0.00719,0.792,0.0972,120.009,0rfLJGjPdvqHXgvDCTdGc6,417347,2
2019,I Don't Need Nobody,1VKxTOTZxnMLk66EzOKlQY,0.692,0.811,11,-8.68,0,0.0422,0.0277,0.477,0.196,124.013,1VKxTOTZxnMLk66EzOKlQY,218875,1
2020,I Don't Need Nobody,1VKxTOTZxnMLk66EzOKlQY,0.692,0.811,11,-8.68,0,0.0422,0.0277,0.477,0.196,124.013,1VKxTOTZxnMLk66EzOKlQY,218875,1
2021,Somebody - Edit,6cdZ4dvrNBK7ZjN896yVw3,0.701,0.731,4,-8.418,0,0.0402,0.0295,0.828,0.165,121.987,6cdZ4dvrNBK7ZjN896yVw3,223604,1
2022,Chaka - Edit,4GGVpoLeVtvzJZyhV6J307,0.718,0.838,11,-9.84,0,0.0391,0.24,0.814,0.0856,119.988,4GGVpoLeVtvzJZyhV6J307,200317,1
2023,Laura,1DH9G562EWtQdhnRgJnwqm,0.641,0.366,6,-13.667,0,0.0327,0.0252,0.173,0.111,104.997,1DH9G562EWtQdhnRgJnwqm,439587,2
2024,He's the Greatest Dancer - 1995 Remaster,5WwRKYnVy9dekqXAGPbAvU,0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,113.244,5WwRKYnVy9dekqXAGPbAvU,375400,2
2025,Last Night a D.J. Saved My Life,7pHswjfOmxFhnsq5XYrkTS,0.914,0.476,11,-7.538,1,0.162,0.111,0.00248,0.0669,109.562,7pHswjfOmxFhnsq5XYrkTS,340136,0
2026,Never Gonna Reach Me,0QUsAtrU386q6vPcxhnuGx,0.582,0.546,7,-9.246,1,0.0709,0.000159,0.416,0.0879,219.97,0QUsAtrU386q6vPcxhnuGx,580364,2
2027,Never Gonna Reach Me,0QUsAtrU386q6vPcxhnuGx,0.582,0.546,7,-9.246,1,0.0709,0.000159,0.416,0.0879,219.97,0QUsAtrU386q6vPcxhnuGx,580364,2
2028,Tracey In My Room - Lazy Dog Bootleg Vocal Mix,24CPgzN3cQKzDii4P9edCV,0.807,0.884,6,-4.829,1,0.0719,0.00426,0.46,0.132,125.016,24CPgzN3cQKzDii4P9edCV,342893,0
2029,Tracey In My Room - Lazy Dog Bootleg Vocal Mix,24CPgzN3cQKzDii4P9edCV,0.807,0.884,6,-4.829,1,0.0719,0.00426,0.46,0.132,125.016,24CPgzN3cQKzDii4P9edCV,342893,0
2030,Cruel Mistress,5i1nIPhtCtbi9Ljga07fjW,0.774,0.848,7,-7.213,0,0.0328,0.0458,0.286,0.0655,113.849,5i1nIPhtCtbi9Ljga07fjW,294915,0
2031,Eruption,5abyhgQ3lokXEAWTYMBWJd,0.722,0.743,10,-6.933,0,0.0361,0.0482,0.0472,0.378,110.385,5abyhgQ3lokXEAWTYMBWJd,365036,2
2032,Eruption,5abyhgQ3lokXEAWTYMBWJd,0.722,0.743,10,-6.933,0,0.0361,0.0482,0.0472,0.378,110.385,5abyhgQ3lokXEAWTYMBWJd,365036,2
2033,Life Itself - Roosevelt Remix,1AvbBhiwQoz9Zpg1lXF2JM,0.692,0.681,8,-8.74,0,0.0446,0.00298,0.734,0.0756,115.006,1AvbBhiwQoz9Zpg1lXF2JM,385857,2
2034,Life Itself - Roosevelt Remix,1AvbBhiwQoz9Zpg1lXF2JM,0.692,0.681,8,-8.74,0,0.0446,0.00298,0.734,0.0756,115.006,1AvbBhiwQoz9Zpg1lXF2JM,385857,2
2035,Sunny - Baumon Remix / Extended Mix,2gHC3sEHu1P8xzEI9YFY0d,0.834,0.689,1,-6.982,1,0.0337,0.0819,0.00743,0.0931,127.999,2gHC3sEHu1P8xzEI9YFY0d,384627,2
2036,Sunny - Baumon Remix / Extended Mix,2gHC3sEHu1P8xzEI9YFY0d,0.834,0.689,1,-6.982,1,0.0337,0.0819,0.00743,0.0931,127.999,2gHC3sEHu1P8xzEI9YFY0d,384627,2
2037,Sunny - Baumon Remix / Extended Mix,2gHC3sEHu1P8xzEI9YFY0d,0.834,0.689,1,-6.982,1,0.0337,0.0819,0.00743,0.0931,127.999,2gHC3sEHu1P8xzEI9YFY0d,384627,2
2038,Disco,4WAJGOk3hptP5THBvzpMxz,0.885,0.622,4,-8.478,0,0.0802,0.00638,0.93,0.188,115.037,4WAJGOk3hptP5THBvzpMxz,293825,0
2039,Disco,4WAJGOk3hptP5THBvzpMxz,0.885,0.622,4,-8.478,0,0.0802,0.00638,0.93,0.188,115.037,4WAJGOk3hptP5THBvzpMxz,293825,0
2040,Sometimes,5sS4svCxwZw2vPUJUdMw6z,0.717,0.807,9,-8.038,0,0.0311,0.404,0.174,0.103,119.984,5sS4svCxwZw2vPUJUdMw6z,354365,0
2041,Dancing in the Night - Lucky Shot Mix,35DBcYxRBv9HE3vgZvHnvF,0.814,0.638,10,-9.793,1,0.0723,0.0218,0.7,0.515,122.001,35DBcYxRBv9HE3vgZvHnvF,260164,0
2042,Dancing in the Night - Lucky Shot Mix,35DBcYxRBv9HE3vgZvHnvF,0.814,0.638,10,-9.793,1,0.0723,0.0218,0.7,0.515,122.001,35DBcYxRBv9HE3vgZvHnvF,260164,0
2043,Dancing in the Night - Lucky Shot Mix,35DBcYxRBv9HE3vgZvHnvF,0.814,0.638,10,-9.793,1,0.0723,0.0218,0.7,0.515,122.001,35DBcYxRBv9HE3vgZvHnvF,260164,0
2044,Murder On The Dancefloor,0ndXb2CwhrqtyHK6o6eVNd,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,117.31,0ndXb2CwhrqtyHK6o6eVNd,230013,1
2045,Murder On The Dancefloor,0ndXb2CwhrqtyHK6o6eVNd,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,117.31,0ndXb2CwhrqtyHK6o6eVNd,230013,1
2046,You Give Me Something,1x6jPyUfLuTNQ3o5zykG2x,0.639,0.69,7,-10.047,1,0.264,0.0265,0.000551,0.146,119.63,1x6jPyUfLuTNQ3o5zykG2x,199600,1
2047,You Give Me Something,1x6jPyUfLuTNQ3o5zykG2x,0.639,0.69,7,-10.047,1,0.264,0.0265,0.000551,0.146,119.63,1x6jPyUfLuTNQ3o5zykG2x,199600,1
2048,You Give Me Something,1x6jPyUfLuTNQ3o5zykG2x,0.639,0.69,7,-10.047,1,0.264,0.0265,0.000551,0.146,119.63,1x6jPyUfLuTNQ3o5zykG2x,199600,1
2049,I Wish,687YZan9Gol1UVvbpUSO6Y,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,105.866,687YZan9Gol1UVvbpUSO6Y,252373,0
2050,I Wish,687YZan9Gol1UVvbpUSO6Y,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,105.866,687YZan9Gol1UVvbpUSO6Y,252373,0
2051,I Wish,687YZan9Gol1UVvbpUSO6Y,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,105.866,687YZan9Gol1UVvbpUSO6Y,252373,0
2052,Less Is More,7MWJzAWFWT1ZSvf3D2dQrG,0.832,0.808,2,-5.002,1,0.0602,0.00642,0.302,0.203,121.995,7MWJzAWFWT1ZSvf3D2dQrG,314754,0
2053,Less Is More,7MWJzAWFWT1ZSvf3D2dQrG,0.832,0.808,2,-5.002,1,0.0602,0.00642,0.302,0.203,121.995,7MWJzAWFWT1ZSvf3D2dQrG,314754,0
2054,I Believe In Miracles,3KBMeEwL4FCVCWLzDRY9aF,0.656,0.791,2,-12.913,0,0.0573,0.0514,4.27e-06,0.463,107.81,3KBMeEwL4FCVCWLzDRY9aF,290267,0
2055,I Believe In Miracles,3KBMeEwL4FCVCWLzDRY9aF,0.656,0.791,2,-12.913,0,0.0573,0.0514,4.27e-06,0.463,107.81,3KBMeEwL4FCVCWLzDRY9aF,290267,0
2056,"Heavy, California",34wcz4mpAActEc6gtqX3wz,0.674,0.713,6,-7.46,0,0.0359,0.0733,0.139,0.169,111.017,34wcz4mpAActEc6gtqX3wz,184600,1
2057,"Heavy, California",34wcz4mpAActEc6gtqX3wz,0.674,0.713,6,-7.46,0,0.0359,0.0733,0.139,0.169,111.017,34wcz4mpAActEc6gtqX3wz,184600,1
2058,"Heavy, California",34wcz4mpAActEc6gtqX3wz,0.674,0.713,6,-7.46,0,0.0359,0.0733,0.139,0.169,111.017,34wcz4mpAActEc6gtqX3wz,184600,1
2059,Crave You,4ESWJepzBtY2lR9oZDYVaP,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,120.043,4ESWJepzBtY2lR9oZDYVaP,234787,1
2060,Crave You,4ESWJepzBtY2lR9oZDYVaP,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,120.043,4ESWJepzBtY2lR9oZDYVaP,234787,1
2061,Crave You,4ESWJepzBtY2lR9oZDYVaP,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,120.043,4ESWJepzBtY2lR9oZDYVaP,234787,1
2062,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,125.135,1TfqLAPs4K3s2rJMoCokcS,216933,1
2063,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,125.135,1TfqLAPs4K3s2rJMoCokcS,216933,1
2064,Thinking of You (Spotify Singles),0Muqa8sNqVvjEQo4yfBKXw,0.604,0.788,11,-7.38,1,0.0583,0.174,0.0,0.0404,100.026,0Muqa8sNqVvjEQo4yfBKXw,272125,0
2065,Murphy's Law - Edit,7FRP87A2Bft7zMhFlI7j1n,0.875,0.507,1,-8.154,0,0.0602,0.0732,0.0291,0.0897,113.026,7FRP87A2Bft7zMhFlI7j1n,230008,1
2066,It Should Have Been You,3e0BAk5D4PVhmU6vCW9ma5,0.8,0.685,11,-8.378,0,0.0384,0.277,0.00175,0.105,117.939,3e0BAk5D4PVhmU6vCW9ma5,261053,0
2067,"Relax, Take It Easy",0KM2y796j63t5RHhvRUxld,0.694,0.694,6,-8.21,0,0.0328,0.058,0.0126,0.129,121.876,0KM2y796j63t5RHhvRUxld,270000,0
2068,Boogie Wonderland,6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,131.715,6ztstiyZL6FXzh4aG46ZPD,288293,0
2069,Leila - Poolside Remix,4mb4Ykp6StyjfDG0kyn6YM,0.77,0.768,4,-7.542,0,0.0367,0.0139,0.0235,0.0469,103.997,4mb4Ykp6StyjfDG0kyn6YM,318462,0
2070,If I Was A Folkstar,27Es1J9GNKf0pZLy3sdzjl,0.669,0.917,10,-8.06,1,0.0471,0.575,0.801,0.0968,123.179,27Es1J9GNKf0pZLy3sdzjl,273253,0
2071,Like It Is - Mixed,5ReLOUboXvaOVariwEJnl3,0.881,0.797,6,-6.732,0,0.0622,0.0332,0.167,0.206,123.003,5ReLOUboXvaOVariwEJnl3,262924,0
2072,Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,114.846,3ix6K4wZY29bCujrSznwFZ,457676,2
2073,Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,114.846,3ix6K4wZY29bCujrSznwFZ,457676,2
2074,Summer 91,7pARbCUoO1CTzU5ucMEaVF,0.5,0.953,2,-5.606,1,0.0441,0.00598,0.000882,0.26,124.992,7pARbCUoO1CTzU5ucMEaVF,149280,1
2075,World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix],0VdwHBLCTSdrTJFIjWOsEC,0.604,0.894,11,-3.796,1,0.199,0.0829,0.000564,0.201,122.884,0VdwHBLCTSdrTJFIjWOsEC,172073,1
2076,Lady - Hear Me Tonight,49X0LAl6faAusYq02PRAY6,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,126.041,49X0LAl6faAusYq02PRAY6,307154,0
2077,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,1SShxVVBeZBCY7WddnksPz,0.484,0.641,5,-12.612,1,0.0377,0.000779,0.278,0.0738,119.981,1SShxVVBeZBCY7WddnksPz,451827,2
2078,Connected,1ZoE2naC9ySlPLdBZhS1rM,0.656,0.816,1,-10.722,0,0.035,0.049,0.00119,0.105,100.645,1ZoE2naC9ySlPLdBZhS1rM,313000,0
2079,Séquences - Parcels Remix,46Yk35nGRNyvoAhBOIF8n6,0.824,0.666,11,-9.008,0,0.0509,0.251,0.574,0.0582,120.005,46Yk35nGRNyvoAhBOIF8n6,265800,0
2080,Séquences - Parcels Remix,46Yk35nGRNyvoAhBOIF8n6,0.824,0.666,11,-9.008,0,0.0509,0.251,0.574,0.0582,120.005,46Yk35nGRNyvoAhBOIF8n6,265800,0
2081,Aura,4qEEERg5kM60N2vcna11oq,0.844,0.775,4,-5.684,0,0.211,0.0066,0.00254,0.561,116.995,4qEEERg5kM60N2vcna11oq,229744,1
2082,Keep on Movin',5ceLUjWj7J3SHSmm4euQCn,0.68,0.79,0,-13.305,0,0.0309,0.181,0.0336,0.231,108.075,5ceLUjWj7J3SHSmm4euQCn,471093,2
2083,Keep on Movin',5ceLUjWj7J3SHSmm4euQCn,0.68,0.79,0,-13.305,0,0.0309,0.181,0.0336,0.231,108.075,5ceLUjWj7J3SHSmm4euQCn,471093,2
2084,Don't Turn It Off (feat. Qzen) - Greg Wilson Edit,6mAcJckKqnna6vRxcTlVEB,0.9,0.473,9,-9.081,1,0.0853,0.147,0.812,0.172,116.995,6mAcJckKqnna6vRxcTlVEB,387873,2
2085,Don't Turn It Off (feat. Qzen) - Greg Wilson Edit,6mAcJckKqnna6vRxcTlVEB,0.9,0.473,9,-9.081,1,0.0853,0.147,0.812,0.172,116.995,6mAcJckKqnna6vRxcTlVEB,387873,2
2086,Daddy Cool,3WMbD1OyfKuwWDWMNbPQ4g,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,124.431,3WMbD1OyfKuwWDWMNbPQ4g,208600,1
2087,"Yes Sir, I Can Boogie",57QfhJgEDYYJkFXPX8KZpm,0.629,0.912,0,-5.256,1,0.0527,0.00903,0.0,0.56,125.071,57QfhJgEDYYJkFXPX8KZpm,239387,1
2088,In Your Arms (We Gonna Make It),3rZdigkSi1XFgyNCWJ0sVd,0.775,0.701,9,-7.511,0,0.0333,0.000104,3.7e-05,0.379,125.769,3rZdigkSi1XFgyNCWJ0sVd,261333,0
2089,In Your Arms (We Gonna Make It),3rZdigkSi1XFgyNCWJ0sVd,0.775,0.701,9,-7.511,0,0.0333,0.000104,3.7e-05,0.379,125.769,3rZdigkSi1XFgyNCWJ0sVd,261333,0
2090,There's Talk - Remastered,5BB02hZy9iwG8XEgit7IKy,0.74,0.563,8,-11.05,0,0.027,0.0264,0.343,0.0442,111.057,5BB02hZy9iwG8XEgit7IKy,214013,1
2091,Can't Seem to Hide,6FL889fKz4f4ekhX6pcrUk,0.855,0.535,6,-10.386,0,0.0505,0.00813,0.17,0.0596,121.011,6FL889fKz4f4ekhX6pcrUk,346466,0
2092,Icare,67OcVGdHgzLykVUbaXwVYv,0.88,0.809,10,-5.247,0,0.0369,0.00606,0.386,0.485,114.053,67OcVGdHgzLykVUbaXwVYv,222632,1
2093,Très Disco,0xVsnpBRJq8rmnN9uv2hJQ,0.715,0.684,1,-7.799,0,0.0447,0.0427,0.101,0.0664,110.04,0xVsnpBRJq8rmnN9uv2hJQ,289091,0
2094,Très Disco,0xVsnpBRJq8rmnN9uv2hJQ,0.715,0.684,1,-7.799,0,0.0447,0.0427,0.101,0.0664,110.04,0xVsnpBRJq8rmnN9uv2hJQ,289091,0
2095,The Rhythm of the Night,0ofMkI3jzmGCElAOgOLeo3,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,127.808,0ofMkI3jzmGCElAOgOLeo3,264280,0
2096,Foreign Language (feat. Jess),6M0cy8N7KQhaYbJ7088D28,0.83,0.789,11,-6.042,0,0.0706,0.197,1.52e-06,0.491,124.024,6M0cy8N7KQhaYbJ7088D28,244081,1
2097,Foreign Language (feat. Jess),6M0cy8N7KQhaYbJ7088D28,0.83,0.789,11,-6.042,0,0.0706,0.197,1.52e-06,0.491,124.024,6M0cy8N7KQhaYbJ7088D28,244081,1
2098,Beam Me Up - Jacques Renault Remix,0GOaWCvd3Yw6Ge5wZEwIQq,0.71,0.711,5,-6.821,0,0.0417,0.184,0.106,0.0543,117.001,0GOaWCvd3Yw6Ge5wZEwIQq,364107,0
2099,Blind - Frankie Knuckles Remix,2P6QV6D4E3TxcYoYYz8ANJ,0.783,0.781,2,-5.39,0,0.0481,0.0194,0.128,0.0299,123.995,2P6QV6D4E3TxcYoYYz8ANJ,471996,2
2100,Montreal,5maosvba9QkQP14u6vtxog,0.669,0.642,5,-9.004,1,0.0515,0.00221,0.834,0.203,115.973,5maosvba9QkQP14u6vtxog,236336,1
2101,Montreal,5maosvba9QkQP14u6vtxog,0.669,0.642,5,-9.004,1,0.0515,0.00221,0.834,0.203,115.973,5maosvba9QkQP14u6vtxog,236336,1
2102,Montreal,5maosvba9QkQP14u6vtxog,0.669,0.642,5,-9.004,1,0.0515,0.00221,0.834,0.203,115.973,5maosvba9QkQP14u6vtxog,236336,1
2103,Give Me Love,30EaKbkhCzCAxVccAaYzGA,0.802,0.864,1,-6.768,0,0.0848,0.277,0.00605,0.0554,127.11,30EaKbkhCzCAxVccAaYzGA,462000,2
2104,Inspector Norse,2pucDx5Wyz9uHCou4wntHa,0.912,0.781,7,-7.018,0,0.0444,0.074,0.762,0.348,119.978,2pucDx5Wyz9uHCou4wntHa,400751,2
2105,I Look To You (feat. Kimbra),0L0GeZL4lyx34nYDzsNuG4,0.604,0.872,4,-5.023,0,0.103,0.0696,0.0176,0.0484,118.027,0L0GeZL4lyx34nYDzsNuG4,233230,1
2106,Lost in Music - Dimitri from Paris Remix,1q7vowkcj5RM6U7cA0sZhF,0.695,0.731,0,-9.744,1,0.0371,0.00405,0.00211,0.043,124.009,1q7vowkcj5RM6U7cA0sZhF,471107,2
2107,Lay All Your Love On Me,2245x0g1ft0HC7sf79zbYN,0.695,0.701,0,-6.435,1,0.0281,0.0187,0.0464,0.251,133.0,2245x0g1ft0HC7sf79zbYN,272507,0
2108,Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,118.881,46eu3SBuFCXWsPT39Yg3tJ,365467,2
