,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2824,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,audio_features,1Ej96GIBCTvgH7tNX1r3qr,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,https://api.spotify.com/v1/tracks/1Ej96GIBCTvgH7tNX1r3qr,https://api.spotify.com/v1/audio-analysis/1Ej96GIBCTvgH7tNX1r3qr,225933,4
2825,0.77,0.75,0,-2.715,1,0.0785,0.19,0.0,0.0618,0.609,99.997,audio_features,08aYFNUTIOMGq93e2VSArQ,spotify:track:08aYFNUTIOMGq93e2VSArQ,https://api.spotify.com/v1/tracks/08aYFNUTIOMGq93e2VSArQ,https://api.spotify.com/v1/audio-analysis/08aYFNUTIOMGq93e2VSArQ,225600,4
2826,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,audio_features,1LiN0Z98FkR1t0m8KmLcAH,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,https://api.spotify.com/v1/tracks/1LiN0Z98FkR1t0m8KmLcAH,https://api.spotify.com/v1/audio-analysis/1LiN0Z98FkR1t0m8KmLcAH,190005,4
2827,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,0.533,99.966,audio_features,7uH27oIt4a6cIFCA8ZPcyG,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,https://api.spotify.com/v1/tracks/7uH27oIt4a6cIFCA8ZPcyG,https://api.spotify.com/v1/audio-analysis/7uH27oIt4a6cIFCA8ZPcyG,158400,4
2828,0.637,0.721,0,-6.441,1,0.168,0.0125,8.46e-06,0.0606,0.419,184.007,audio_features,7KvrfnCkHb2qBDyVOqJ2bt,spotify:track:7KvrfnCkHb2qBDyVOqJ2bt,https://api.spotify.com/v1/tracks/7KvrfnCkHb2qBDyVOqJ2bt,https://api.spotify.com/v1/audio-analysis/7KvrfnCkHb2qBDyVOqJ2bt,198093,4
2829,0.814,0.637,5,-6.291,1,0.0582,0.256,0.0,0.112,0.58,90.015,audio_features,4CSYU9jlZC2hP4F6RtWkfz,spotify:track:4CSYU9jlZC2hP4F6RtWkfz,https://api.spotify.com/v1/tracks/4CSYU9jlZC2hP4F6RtWkfz,https://api.spotify.com/v1/audio-analysis/4CSYU9jlZC2hP4F6RtWkfz,162667,4
2830,0.886,0.701,7,-3.504,1,0.141,0.292,1.16e-05,0.0574,0.823,103.0,audio_features,6qP73DRFGojLuIk1siIhNE,spotify:track:6qP73DRFGojLuIk1siIhNE,https://api.spotify.com/v1/tracks/6qP73DRFGojLuIk1siIhNE,https://api.spotify.com/v1/audio-analysis/6qP73DRFGojLuIk1siIhNE,219029,4
2831,0.688,0.82,6,-4.715,0,0.155,0.233,0.0,0.091,0.804,107.833,audio_features,2QmsKag0YaqhAbpR9Nwmpn,spotify:track:2QmsKag0YaqhAbpR9Nwmpn,https://api.spotify.com/v1/tracks/2QmsKag0YaqhAbpR9Nwmpn,https://api.spotify.com/v1/audio-analysis/2QmsKag0YaqhAbpR9Nwmpn,208254,4
2832,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,116H0KvKr2Zl4RPuVBruDO,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
2833,0.871,0.562,9,-6.707,1,0.183,0.0315,0.0,0.167,0.394,91.012,audio_features,6kzcvpuGlKGJ4G29UHilYF,spotify:track:6kzcvpuGlKGJ4G29UHilYF,https://api.spotify.com/v1/tracks/6kzcvpuGlKGJ4G29UHilYF,https://api.spotify.com/v1/audio-analysis/6kzcvpuGlKGJ4G29UHilYF,210137,4
2834,0.733,0.654,0,-7.017,1,0.0473,0.0274,0.00108,0.114,0.256,95.005,audio_features,1NV5EyFDHFGseqvpdI2dcx,spotify:track:1NV5EyFDHFGseqvpdI2dcx,https://api.spotify.com/v1/tracks/1NV5EyFDHFGseqvpdI2dcx,https://api.spotify.com/v1/audio-analysis/1NV5EyFDHFGseqvpdI2dcx,215368,4
2835,0.682,0.486,4,-6.245,0,0.238,0.0792,0.0,0.0805,0.756,180.076,audio_features,5YVWNz6rE4RCUeUyq27INA,spotify:track:5YVWNz6rE4RCUeUyq27INA,https://api.spotify.com/v1/tracks/5YVWNz6rE4RCUeUyq27INA,https://api.spotify.com/v1/audio-analysis/5YVWNz6rE4RCUeUyq27INA,210681,4
2836,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,audio_features,2RVrdr062uLFxXwIxwdXPH,spotify:track:2RVrdr062uLFxXwIxwdXPH,https://api.spotify.com/v1/tracks/2RVrdr062uLFxXwIxwdXPH,https://api.spotify.com/v1/audio-analysis/2RVrdr062uLFxXwIxwdXPH,201122,4
2837,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,audio_features,4uP3pUP18ennmz0tb3GphR,spotify:track:4uP3pUP18ennmz0tb3GphR,https://api.spotify.com/v1/tracks/4uP3pUP18ennmz0tb3GphR,https://api.spotify.com/v1/audio-analysis/4uP3pUP18ennmz0tb3GphR,197968,4
2838,0.775,0.859,6,-3.963,1,0.109,0.078,0.0,0.0579,0.848,93.048,audio_features,0xpb9e2OihnANSeq3EICEP,spotify:track:0xpb9e2OihnANSeq3EICEP,https://api.spotify.com/v1/tracks/0xpb9e2OihnANSeq3EICEP,https://api.spotify.com/v1/audio-analysis/0xpb9e2OihnANSeq3EICEP,188994,4
2839,0.769,0.881,0,-3.896,1,0.0406,0.467,2.09e-05,0.121,0.805,103.048,audio_features,1GbEE9qAmGaZ1uO78xPiMC,spotify:track:1GbEE9qAmGaZ1uO78xPiMC,https://api.spotify.com/v1/tracks/1GbEE9qAmGaZ1uO78xPiMC,https://api.spotify.com/v1/audio-analysis/1GbEE9qAmGaZ1uO78xPiMC,220707,4
2840,0.605,0.617,0,-6.76,1,0.185,0.326,0.000365,0.202,0.578,171.996,audio_features,5W4HN5rnSphY6nG5cD9elB,spotify:track:5W4HN5rnSphY6nG5cD9elB,https://api.spotify.com/v1/tracks/5W4HN5rnSphY6nG5cD9elB,https://api.spotify.com/v1/audio-analysis/5W4HN5rnSphY6nG5cD9elB,147907,4
2841,0.632,0.832,7,-1.948,0,0.154,0.048,0.0,0.0705,0.784,182.184,audio_features,7uQmJ1jgNzBpATSoWKSPFu,spotify:track:7uQmJ1jgNzBpATSoWKSPFu,https://api.spotify.com/v1/tracks/7uQmJ1jgNzBpATSoWKSPFu,https://api.spotify.com/v1/audio-analysis/7uQmJ1jgNzBpATSoWKSPFu,198933,4
2842,0.865,0.498,8,-8.882,0,0.168,0.0718,0.00312,0.108,0.131,97.921,audio_features,7aFBy1CBLGnZE1Iv6TvEZE,spotify:track:7aFBy1CBLGnZE1Iv6TvEZE,https://api.spotify.com/v1/tracks/7aFBy1CBLGnZE1Iv6TvEZE,https://api.spotify.com/v1/audio-analysis/7aFBy1CBLGnZE1Iv6TvEZE,199994,4
2843,0.749,0.752,6,-4.883,1,0.345,0.31,0.0,0.232,0.901,180.049,audio_features,62o8KoI44JfN7aYxgTnPvh,spotify:track:62o8KoI44JfN7aYxgTnPvh,https://api.spotify.com/v1/tracks/62o8KoI44JfN7aYxgTnPvh,https://api.spotify.com/v1/audio-analysis/62o8KoI44JfN7aYxgTnPvh,183753,4
2844,0.786,0.695,1,-5.343,0,0.353,0.185,0.0,0.123,0.591,97.957,audio_features,0NKoPGc72yUKTIneVhFfg1,spotify:track:0NKoPGc72yUKTIneVhFfg1,https://api.spotify.com/v1/tracks/0NKoPGc72yUKTIneVhFfg1,https://api.spotify.com/v1/audio-analysis/0NKoPGc72yUKTIneVhFfg1,200293,4
2845,0.732,0.595,0,-6.705,1,0.244,0.111,1.1e-06,0.158,0.658,191.911,audio_features,5FXARQTlf6UwUVuIS60Vn2,spotify:track:5FXARQTlf6UwUVuIS60Vn2,https://api.spotify.com/v1/tracks/5FXARQTlf6UwUVuIS60Vn2,https://api.spotify.com/v1/audio-analysis/5FXARQTlf6UwUVuIS60Vn2,227500,4
2846,0.917,0.507,1,-4.234,1,0.148,0.546,0.0001,0.223,0.534,94.005,audio_features,59xZZeF6Ve0ZfCd7AcFvXr,spotify:track:59xZZeF6Ve0ZfCd7AcFvXr,https://api.spotify.com/v1/tracks/59xZZeF6Ve0ZfCd7AcFvXr,https://api.spotify.com/v1/audio-analysis/59xZZeF6Ve0ZfCd7AcFvXr,197872,4
2847,0.787,0.795,2,-4.978,1,0.0551,0.304,0.0,0.117,0.686,105.034,audio_features,5clah8Zb4AnDd6BGbra3w8,spotify:track:5clah8Zb4AnDd6BGbra3w8,https://api.spotify.com/v1/tracks/5clah8Zb4AnDd6BGbra3w8,https://api.spotify.com/v1/audio-analysis/5clah8Zb4AnDd6BGbra3w8,212467,4
2848,0.806,0.735,7,-4.459,0,0.0425,0.587,0.00889,0.0812,0.353,100.101,audio_features,0EJu1RBtxzldMG2peczuPv,spotify:track:0EJu1RBtxzldMG2peczuPv,https://api.spotify.com/v1/tracks/0EJu1RBtxzldMG2peczuPv,https://api.spotify.com/v1/audio-analysis/0EJu1RBtxzldMG2peczuPv,183398,4
2849,0.813,0.695,4,-5.591,0,0.07,0.0714,4.58e-06,0.174,0.675,81.978,audio_features,66coDQwXDOvgKJQ6rqD5vu,spotify:track:66coDQwXDOvgKJQ6rqD5vu,https://api.spotify.com/v1/tracks/66coDQwXDOvgKJQ6rqD5vu,https://api.spotify.com/v1/audio-analysis/66coDQwXDOvgKJQ6rqD5vu,155257,4
2850,0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,0.281,99.996,audio_features,5LciLoxa1gK70yIUeoHgRx,spotify:track:5LciLoxa1gK70yIUeoHgRx,https://api.spotify.com/v1/tracks/5LciLoxa1gK70yIUeoHgRx,https://api.spotify.com/v1/audio-analysis/5LciLoxa1gK70yIUeoHgRx,251773,4
2851,0.751,0.745,6,-6.295,1,0.154,0.285,0.0,0.0658,0.713,175.999,audio_features,7hh3JjKHOARvAS9LibvchS,spotify:track:7hh3JjKHOARvAS9LibvchS,https://api.spotify.com/v1/tracks/7hh3JjKHOARvAS9LibvchS,https://api.spotify.com/v1/audio-analysis/7hh3JjKHOARvAS9LibvchS,168467,4
2852,0.737,0.634,2,-5.331,1,0.0475,0.199,0.0,0.0803,0.55,126.926,audio_features,6aLJnupvPpT9HLv3xaUhe1,spotify:track:6aLJnupvPpT9HLv3xaUhe1,https://api.spotify.com/v1/tracks/6aLJnupvPpT9HLv3xaUhe1,https://api.spotify.com/v1/audio-analysis/6aLJnupvPpT9HLv3xaUhe1,180066,4
2853,0.738,0.694,0,-6.119,1,0.0736,0.368,1.28e-06,0.0468,0.664,87.978,audio_features,2qYIFDagoAenwAoLeS9FNr,spotify:track:2qYIFDagoAenwAoLeS9FNr,https://api.spotify.com/v1/tracks/2qYIFDagoAenwAoLeS9FNr,https://api.spotify.com/v1/audio-analysis/2qYIFDagoAenwAoLeS9FNr,195926,4
2854,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,audio_features,2XXMDz7SPZ4mSFN1PXfHUy,spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,https://api.spotify.com/v1/tracks/2XXMDz7SPZ4mSFN1PXfHUy,https://api.spotify.com/v1/audio-analysis/2XXMDz7SPZ4mSFN1PXfHUy,254383,4
2855,0.68,0.695,6,-5.772,0,0.144,0.00826,0.000412,0.199,0.509,179.972,audio_features,5VgymSsqb2ykNK8MEiV3Nl,spotify:track:5VgymSsqb2ykNK8MEiV3Nl,https://api.spotify.com/v1/tracks/5VgymSsqb2ykNK8MEiV3Nl,https://api.spotify.com/v1/audio-analysis/5VgymSsqb2ykNK8MEiV3Nl,187057,4
2856,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,audio_features,6ifUES3keWjwXgae8pXI3o,spotify:track:6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/audio-analysis/6ifUES3keWjwXgae8pXI3o,205715,4
2857,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,audio_features,3xcCix7Jv1Rp90YVmgo35D,spotify:track:3xcCix7Jv1Rp90YVmgo35D,https://api.spotify.com/v1/tracks/3xcCix7Jv1Rp90YVmgo35D,https://api.spotify.com/v1/audio-analysis/3xcCix7Jv1Rp90YVmgo35D,197120,4
2858,0.8,0.669,1,-12.898,1,0.0546,0.19,2.35e-05,0.0609,0.721,117.015,audio_features,3zb856RMKFjdvWre0TKcmA,spotify:track:3zb856RMKFjdvWre0TKcmA,https://api.spotify.com/v1/tracks/3zb856RMKFjdvWre0TKcmA,https://api.spotify.com/v1/audio-analysis/3zb856RMKFjdvWre0TKcmA,188238,4
2859,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019,audio_features,1j6xOGusnyXq3l6IryKF3G,spotify:track:1j6xOGusnyXq3l6IryKF3G,https://api.spotify.com/v1/tracks/1j6xOGusnyXq3l6IryKF3G,https://api.spotify.com/v1/audio-analysis/1j6xOGusnyXq3l6IryKF3G,220117,4
2860,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,0.869,96.038,audio_features,0atfY1ew83Ql9nNnJiD2t5,spotify:track:0atfY1ew83Ql9nNnJiD2t5,https://api.spotify.com/v1/tracks/0atfY1ew83Ql9nNnJiD2t5,https://api.spotify.com/v1/audio-analysis/0atfY1ew83Ql9nNnJiD2t5,265747,4
2861,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,audio_features,1m69ELEgE6k5ZWsap40ozt,spotify:track:1m69ELEgE6k5ZWsap40ozt,https://api.spotify.com/v1/tracks/1m69ELEgE6k5ZWsap40ozt,https://api.spotify.com/v1/audio-analysis/1m69ELEgE6k5ZWsap40ozt,188080,4
2862,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,audio_features,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,209453,4
2863,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,audio_features,3umS4y3uQDkqekNjVpiRUs,spotify:track:3umS4y3uQDkqekNjVpiRUs,https://api.spotify.com/v1/tracks/3umS4y3uQDkqekNjVpiRUs,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,219507,4
2864,0.761,0.829,0,-3.203,0,0.0681,0.167,0.0,0.189,0.813,92.033,audio_features,6ixvuvnE27lFE2SvCXpWce,spotify:track:6ixvuvnE27lFE2SvCXpWce,https://api.spotify.com/v1/tracks/6ixvuvnE27lFE2SvCXpWce,https://api.spotify.com/v1/audio-analysis/6ixvuvnE27lFE2SvCXpWce,252003,4
2865,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,audio_features,278kSqsZIiYp8p3QjYAqa8,spotify:track:278kSqsZIiYp8p3QjYAqa8,https://api.spotify.com/v1/tracks/278kSqsZIiYp8p3QjYAqa8,https://api.spotify.com/v1/audio-analysis/278kSqsZIiYp8p3QjYAqa8,236216,4
2866,0.718,0.695,4,-4.067,0,0.194,0.609,0.0,0.131,0.692,177.909,audio_features,3bDD7GGvIzAZeHz2TOYD3A,spotify:track:3bDD7GGvIzAZeHz2TOYD3A,https://api.spotify.com/v1/tracks/3bDD7GGvIzAZeHz2TOYD3A,https://api.spotify.com/v1/audio-analysis/3bDD7GGvIzAZeHz2TOYD3A,229504,4
2867,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,audio_features,1nocRtwyNPVtGcIJqfgdzZ,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,https://api.spotify.com/v1/tracks/1nocRtwyNPVtGcIJqfgdzZ,https://api.spotify.com/v1/audio-analysis/1nocRtwyNPVtGcIJqfgdzZ,178613,4
2868,0.832,0.59,8,-7.168,0,0.272,0.446,1.43e-06,0.123,0.596,146.939,audio_features,38kLHBjtWJaPXcyFhwRVtI,spotify:track:38kLHBjtWJaPXcyFhwRVtI,https://api.spotify.com/v1/tracks/38kLHBjtWJaPXcyFhwRVtI,https://api.spotify.com/v1/audio-analysis/38kLHBjtWJaPXcyFhwRVtI,152960,4
2869,0.691,0.773,11,-3.812,0,0.0355,0.236,0.0,0.329,0.85,92.992,audio_features,2EEmzqzM70CybVspgM7YRT,spotify:track:2EEmzqzM70CybVspgM7YRT,https://api.spotify.com/v1/tracks/2EEmzqzM70CybVspgM7YRT,https://api.spotify.com/v1/audio-analysis/2EEmzqzM70CybVspgM7YRT,188468,4
2870,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,audio_features,35wvL50xvKpCHEJPxLOLPI,spotify:track:35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/tracks/35wvL50xvKpCHEJPxLOLPI,https://api.spotify.com/v1/audio-analysis/35wvL50xvKpCHEJPxLOLPI,169248,4
2871,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,audio_features,3f5lA8nnc4YYF1qf78WpHw,spotify:track:3f5lA8nnc4YYF1qf78WpHw,https://api.spotify.com/v1/tracks/3f5lA8nnc4YYF1qf78WpHw,https://api.spotify.com/v1/audio-analysis/3f5lA8nnc4YYF1qf78WpHw,219357,4
2872,0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,audio_features,2OWVCFTolecLiGZPquvWvT,spotify:track:2OWVCFTolecLiGZPquvWvT,https://api.spotify.com/v1/tracks/2OWVCFTolecLiGZPquvWvT,https://api.spotify.com/v1/audio-analysis/2OWVCFTolecLiGZPquvWvT,208080,4
2873,0.531,0.448,4,-7.747,0,0.0335,0.69,0.0,0.636,0.691,87.883,audio_features,4mivRZXyZbIDecPTiCtOjw,spotify:track:4mivRZXyZbIDecPTiCtOjw,https://api.spotify.com/v1/tracks/4mivRZXyZbIDecPTiCtOjw,https://api.spotify.com/v1/audio-analysis/4mivRZXyZbIDecPTiCtOjw,208987,4
2874,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,audio_features,37eGbhE1xVFSvcKkqGb6i1,spotify:track:37eGbhE1xVFSvcKkqGb6i1,https://api.spotify.com/v1/tracks/37eGbhE1xVFSvcKkqGb6i1,https://api.spotify.com/v1/audio-analysis/37eGbhE1xVFSvcKkqGb6i1,224681,4
2875,0.549,0.621,11,-6.567,0,0.0601,0.273,0.000321,0.0792,0.586,89.985,audio_features,5uri4QSUkltuHijM9aq1SQ,spotify:track:5uri4QSUkltuHijM9aq1SQ,https://api.spotify.com/v1/tracks/5uri4QSUkltuHijM9aq1SQ,https://api.spotify.com/v1/audio-analysis/5uri4QSUkltuHijM9aq1SQ,193241,4
2876,0.751,0.821,6,-4.212,0,0.0554,0.732,0.0,0.35,0.827,110.079,audio_features,4Yh1LSAj3nsbaTsEIttCSO,spotify:track:4Yh1LSAj3nsbaTsEIttCSO,https://api.spotify.com/v1/tracks/4Yh1LSAj3nsbaTsEIttCSO,https://api.spotify.com/v1/audio-analysis/4Yh1LSAj3nsbaTsEIttCSO,217091,4
2877,0.836,0.688,2,-4.495,1,0.0773,0.492,4.06e-06,0.277,0.385,98.0,audio_features,5KE9dlQQHGQup5kUxssZHX,spotify:track:5KE9dlQQHGQup5kUxssZHX,https://api.spotify.com/v1/tracks/5KE9dlQQHGQup5kUxssZHX,https://api.spotify.com/v1/audio-analysis/5KE9dlQQHGQup5kUxssZHX,199187,4
2878,0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925,audio_features,6kbzFdX9KkJpAADAqArxgW,spotify:track:6kbzFdX9KkJpAADAqArxgW,https://api.spotify.com/v1/tracks/6kbzFdX9KkJpAADAqArxgW,https://api.spotify.com/v1/audio-analysis/6kbzFdX9KkJpAADAqArxgW,209680,4
2879,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,audio_features,1DcxnVNFAyVl2sDQ646pXS,spotify:track:1DcxnVNFAyVl2sDQ646pXS,https://api.spotify.com/v1/tracks/1DcxnVNFAyVl2sDQ646pXS,https://api.spotify.com/v1/audio-analysis/1DcxnVNFAyVl2sDQ646pXS,129040,4
2880,0.736,0.849,9,-4.061,1,0.03,0.00893,0.0,0.261,0.894,124.96,audio_features,5ISbI7uonHP3Qx6OloertA,spotify:track:5ISbI7uonHP3Qx6OloertA,https://api.spotify.com/v1/tracks/5ISbI7uonHP3Qx6OloertA,https://api.spotify.com/v1/audio-analysis/5ISbI7uonHP3Qx6OloertA,201400,4
2881,0.602,0.916,4,-5.418,0,0.0399,0.0123,0.00134,0.133,0.549,101.212,audio_features,5wCUdBsdubZ3ZFoJoRsMrY,spotify:track:5wCUdBsdubZ3ZFoJoRsMrY,https://api.spotify.com/v1/tracks/5wCUdBsdubZ3ZFoJoRsMrY,https://api.spotify.com/v1/audio-analysis/5wCUdBsdubZ3ZFoJoRsMrY,292267,4
2882,0.394,0.622,11,-7.932,0,0.0302,0.0505,0.000163,0.108,0.144,113.341,audio_features,43GjYlBkIaEW2laq9D4Rr0,spotify:track:43GjYlBkIaEW2laq9D4Rr0,https://api.spotify.com/v1/tracks/43GjYlBkIaEW2laq9D4Rr0,https://api.spotify.com/v1/audio-analysis/43GjYlBkIaEW2laq9D4Rr0,239800,4
2883,0.64,0.693,2,-5.735,1,0.0235,0.113,5.62e-06,0.0978,0.698,97.159,audio_features,0mvocLIWUnT10znvIXwHGr,spotify:track:0mvocLIWUnT10znvIXwHGr,https://api.spotify.com/v1/tracks/0mvocLIWUnT10znvIXwHGr,https://api.spotify.com/v1/audio-analysis/0mvocLIWUnT10znvIXwHGr,352160,4
2884,0.627,0.874,0,-6.022,0,0.0629,0.163,0.0,0.232,0.684,100.994,audio_features,6kR5VFCLduvKeVlljCeHBx,spotify:track:6kR5VFCLduvKeVlljCeHBx,https://api.spotify.com/v1/tracks/6kR5VFCLduvKeVlljCeHBx,https://api.spotify.com/v1/audio-analysis/6kR5VFCLduvKeVlljCeHBx,262680,4
2885,0.584,0.592,1,-6.952,1,0.0278,0.533,8.06e-06,0.112,0.341,131.991,audio_features,3ZGNuusjZjF2XbUhfWACnu,spotify:track:3ZGNuusjZjF2XbUhfWACnu,https://api.spotify.com/v1/tracks/3ZGNuusjZjF2XbUhfWACnu,https://api.spotify.com/v1/audio-analysis/3ZGNuusjZjF2XbUhfWACnu,244000,4
2886,0.705,0.666,11,-5.338,1,0.132,0.288,0.0,0.0804,0.944,171.503,audio_features,5cfyheAkmqThtjovwfQnD4,spotify:track:5cfyheAkmqThtjovwfQnD4,https://api.spotify.com/v1/tracks/5cfyheAkmqThtjovwfQnD4,https://api.spotify.com/v1/audio-analysis/5cfyheAkmqThtjovwfQnD4,235893,4
2887,0.697,0.79,5,-4.673,0,0.0577,0.0171,0.0,0.0886,0.843,98.01,audio_features,1iEIQ69PuAM76GCBT9HCek,spotify:track:1iEIQ69PuAM76GCBT9HCek,https://api.spotify.com/v1/tracks/1iEIQ69PuAM76GCBT9HCek,https://api.spotify.com/v1/audio-analysis/1iEIQ69PuAM76GCBT9HCek,252482,4
2888,0.662,0.865,8,-6.8,1,0.0396,0.141,0.0,0.0926,0.802,99.966,audio_features,017IETOY1tDnig2uzUa1yH,spotify:track:017IETOY1tDnig2uzUa1yH,https://api.spotify.com/v1/tracks/017IETOY1tDnig2uzUa1yH,https://api.spotify.com/v1/audio-analysis/017IETOY1tDnig2uzUa1yH,238267,4
2889,0.62,0.695,5,-2.979,1,0.0298,0.36,1.5e-05,0.347,0.921,143.927,audio_features,0oCSitNlzsQfuIapF9tXRQ,spotify:track:0oCSitNlzsQfuIapF9tXRQ,https://api.spotify.com/v1/tracks/0oCSitNlzsQfuIapF9tXRQ,https://api.spotify.com/v1/audio-analysis/0oCSitNlzsQfuIapF9tXRQ,188662,3
2890,0.616,0.698,6,-4.932,1,0.0302,0.0555,0.0,0.208,0.714,85.003,audio_features,2ZqFfDwNjKvPu3USx3onhO,spotify:track:2ZqFfDwNjKvPu3USx3onhO,https://api.spotify.com/v1/tracks/2ZqFfDwNjKvPu3USx3onhO,https://api.spotify.com/v1/audio-analysis/2ZqFfDwNjKvPu3USx3onhO,217560,4
2891,0.628,0.641,11,-6.059,1,0.0252,0.152,0.0,0.343,0.598,110.982,audio_features,6iWSxa6ivQsbjGbRZVQjjI,spotify:track:6iWSxa6ivQsbjGbRZVQjjI,https://api.spotify.com/v1/tracks/6iWSxa6ivQsbjGbRZVQjjI,https://api.spotify.com/v1/audio-analysis/6iWSxa6ivQsbjGbRZVQjjI,206293,4
2892,0.582,0.962,10,-2.906,1,0.0392,0.00439,4.28e-05,0.313,0.379,126.003,audio_features,7on4qNO1Iu5EX61mD80Cgv,spotify:track:7on4qNO1Iu5EX61mD80Cgv,https://api.spotify.com/v1/tracks/7on4qNO1Iu5EX61mD80Cgv,https://api.spotify.com/v1/audio-analysis/7on4qNO1Iu5EX61mD80Cgv,237760,4
2893,0.609,0.572,2,-7.726,0,0.0437,0.188,0.0,0.111,0.778,139.488,audio_features,4mQwxVqjcHdUEfwSWEOopx,spotify:track:4mQwxVqjcHdUEfwSWEOopx,https://api.spotify.com/v1/tracks/4mQwxVqjcHdUEfwSWEOopx,https://api.spotify.com/v1/audio-analysis/4mQwxVqjcHdUEfwSWEOopx,229800,4
2894,0.657,0.734,11,-6.817,0,0.075,0.649,0.299,0.215,0.914,176.033,audio_features,6t0fYRoZlM5kQ9qT19JnbZ,spotify:track:6t0fYRoZlM5kQ9qT19JnbZ,https://api.spotify.com/v1/tracks/6t0fYRoZlM5kQ9qT19JnbZ,https://api.spotify.com/v1/audio-analysis/6t0fYRoZlM5kQ9qT19JnbZ,239987,4
2895,0.805,0.757,8,-7.46,1,0.0355,0.279,0.000839,0.101,0.973,102.14,audio_features,3zbSYBDUbDEbqUIlCmOw09,spotify:track:3zbSYBDUbDEbqUIlCmOw09,https://api.spotify.com/v1/tracks/3zbSYBDUbDEbqUIlCmOw09,https://api.spotify.com/v1/audio-analysis/3zbSYBDUbDEbqUIlCmOw09,271031,4
2896,0.593,0.577,0,-4.813,1,0.0294,0.454,0.0,0.119,0.902,144.007,audio_features,1F6BAyY4iIzHiZCnUIZDbn,spotify:track:1F6BAyY4iIzHiZCnUIZDbn,https://api.spotify.com/v1/tracks/1F6BAyY4iIzHiZCnUIZDbn,https://api.spotify.com/v1/audio-analysis/1F6BAyY4iIzHiZCnUIZDbn,207000,4
2897,0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,audio_features,6Pur3hWy6Nzc27ilmsp5HA,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,https://api.spotify.com/v1/tracks/6Pur3hWy6Nzc27ilmsp5HA,https://api.spotify.com/v1/audio-analysis/6Pur3hWy6Nzc27ilmsp5HA,222227,4
